Otu,phylum,subphylum,class,order,family,genus,species,trophic.mode,guild
Otu7160,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Auxarthron_kuehnii|SH217889.06FU,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen
Otu7194,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Planistromellaceae,Kellermania,Phymatotrichopsis_omnivora|SH207548.06FU,Pathotroph,Plant Pathogen
Otu7299,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Auxarthron_kuehnii|SH217889.06FU,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen
Otu7321,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Mallochia_reticulata|SH217888.06FU,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen
Otu7445,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Septorioideaceae,Septorioides,Dothideomycetes_sp|SH190252.06FU,NA,NA
Otu7477,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Saccharataceae,Saccharata,Chaetothyriales_sp|SH230055.06FU,Pathotroph,Plant Pathogen
Otu7501,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Saccharataceae,Saccharata,Ascobolus_sp|SH226965.06FU,Pathotroph,Plant Pathogen
Otu7605,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Planistromellaceae,Kellermania,Meliniomyces_sp|SH215088.06FU,Pathotroph,Plant Pathogen
Otu7838,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Saccharataceae,Saccharata,Ascomycota_sp|SH211994.06FU,Pathotroph,Plant Pathogen
Otu7847,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Septorioideaceae,Septorioides,Chaetothyriales_sp|SH209754.06FU,NA,NA
Otu7893,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Saccharataceae,Saccharata,Ascomycota_sp|SH227812.06FU,Pathotroph,Plant Pathogen
Otu7908,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Planistromellaceae,Kellermania,Onygenales_sp|SH239736.06FU,Pathotroph,Plant Pathogen
Otu7936,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Auxarthron_sp_UAMH_10258|SH211387.06FU,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen
Otu8025,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Saccharataceae,Saccharata,Sordariomycetes_sp|SH235314.06FU,Pathotroph,Plant Pathogen
Otu8090,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Septorioideaceae,Septorioides,Phaeococcomyces_catenatus|SH238639.06FU,NA,NA
Otu8099,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Tiarosporella,Spencermartinsia_viticola|SH236111.06FU,Symbiotroph,Endophyte
Otu816,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Septorioideaceae,Septorioides,Dothideomycetes_sp|SH190252.06FU,NA,NA
Otu8161,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Tiarosporella,Dothiorella_longicollis|SH236109.06FU,Symbiotroph,Endophyte
Otu8179,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Knufia_perforans|SH209750.06FU,Pathotroph,Plant Pathogen
Otu819,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Saccharataceae,Saccharata,Ascobolus_sp|SH226965.06FU,Pathotroph,Plant Pathogen
Otu8192,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Saccharataceae,Saccharata,Pyronemataceae_sp|SH226418.06FU,Pathotroph,Plant Pathogen
Otu8276,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Knufia_perforans|SH209750.06FU,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen
Otu8414,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Neofusicoccum,Phyllosticta_hymenocallidicola|SH198102.06FU,Pathotroph,Plant Pathogen
Otu8422,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Planistromellaceae,Kellermania,Geoglossum_umbratile|SH208495.06FU,Pathotroph,Plant Pathogen
Otu8501,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Septorioideaceae,Septorioides,Chaetothyriales_sp|SH209754.06FU,NA,NA
Otu856,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Septorioideaceae,Septorioides,Chaetothyriales_sp|SH209756.06FU,NA,NA
Otu8675,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Saccharataceae,Saccharata,Tothia_fuscella|SH195931.06FU,Pathotroph,Plant Pathogen
Otu8775,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Planistromellaceae,Kellermania,Tothia_fuscella|SH195931.06FU,Pathotroph,Plant Pathogen
Otu8817,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Septorioideaceae,Septorioides,Capronia_peltigerae|SH209735.06FU,NA,NA
Otu9268,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Septorioideaceae,Septorioides,Knufia_perforans|SH209750.06FU,NA,NA
Otu979,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Saccharataceae,Saccharata,Pulchromyces_fimicola|SH227367.06FU,Pathotroph,Plant Pathogen
Otu995,Ascomycota,Pezizomycotina,Dothideomycetes,Botryosphaeriales,Saccharataceae,Saccharata,Arthrobotrys_oligospora|SH220558.06FU,Pathotroph,Plant Pathogen
Otu2578,Ascomycota,Pezizomycotina,Candelariomycetes,Candelariales,Pycnoraceae,Pycnora,Schizosaccharomyces_cryophilus|SH239688.06FU,Symbiotroph,Lichenized
Otu2654,Ascomycota,Pezizomycotina,Candelariomycetes,Candelariales,Pycnoraceae,Pycnora,Eurotiales_sp|SH213221.06FU,Symbiotroph,Lichenized
Otu2685,Ascomycota,Pezizomycotina,Candelariomycetes,Candelariales,Pycnoraceae,Pycnora,Phymatotrichopsis_omnivora|SH207548.06FU,Symbiotroph,Lichenized
Otu3178,Ascomycota,Pezizomycotina,Candelariomycetes,Candelariales,Pycnoraceae,Pycnora,Pulchromyces_fimicola|SH227367.06FU,Symbiotroph,Lichenized
Otu606,Ascomycota,Pezizomycotina,Candelariomycetes,Candelariales,Pycnoraceae,Pycnora,Pulchromyces_fimicola|SH227367.06FU,Symbiotroph,Lichenized
Otu8122,Ascomycota,Pezizomycotina,Candelariomycetes,Candelariales,Pycnoraceae,Pycnora,Rhytidhysteron_sp|SH195056.06FU,Symbiotroph,Lichenized
Otu992,Ascomycota,Pezizomycotina,Candelariomycetes,Candelariales,Pycnoraceae,Pycnora,Pulchromyces_fimicola|SH227367.06FU,Symbiotroph,Lichenized
Otu1,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Ramichloridium_biverticillatum|SH196660.06FU,NA,NA
Otu102,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Penidiella_sp|SH238983.06FU,NA,NA
Otu1073,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Capnodium_sp|SH196196.06FU,NA,NA
Otu1188,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Capnodiales_sp|SH223533.06FU,NA,NA
Otu1219,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Phaeothecoidea_minutispora|SH234499.06FU,NA,NA
Otu1253,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Euteratosphaeria,Teratosphaeria_proteae_arboreae|SH223528.06FU,NA,NA
Otu1301,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Capnobotryella_sp|SH190932.06FU,NA,NA
Otu1315,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Eupenidiella,Ramichloridium_indicum|SH197941.06FU,NA,NA
Otu1325,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Capnobotryella_sp|SH190932.06FU,NA,NA
Otu1357,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Mycosphaerella_verrucosiafricana|SH238960.06FU,NA,NA
Otu1363,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Neodevriesiaceae,Neodevriesia,Pulchromyces_fimicola|SH227367.06FU,NA,NA
Otu1377,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Eupenidiella,Penicillium_sp|SH193634.06FU,NA,NA
Otu1379,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Capnodiales_sp|SH238954.06FU,NA,NA
Otu1395,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Capnodiales_sp|SH196197.06FU,NA,NA
Otu1433,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Capnodiales_sp|SH238954.06FU,NA,NA
Otu1440,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Knufia_perforans|SH209750.06FU,Pathotroph,Animal Pathogen
Otu1471,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Devriesia_sp|SH215036.06FU,NA,NA
Otu1493,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Pseudoteratosphaeria,Penidiella_sp|SH238983.06FU,NA,NA
Otu1504,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Schizosaccharomyces_cryophilus|SH239688.06FU,Pathotroph,Animal Pathogen
Otu1595,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Devriesia_xanthorrhoeae|SH189981.06FU,NA,NA
Otu1652,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Ascomycota_sp|SH224125.06FU,Pathotroph,Animal Pathogen
Otu1717,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Knufia_perforans|SH209750.06FU,Pathotroph,Animal Pathogen
Otu1776,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Naumovozyma_sp_QMW_2012|SH236489.06FU,Pathotroph,Animal Pathogen
Otu1832,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Archaeorhizomyces_sp|SH235131.06FU,Pathotroph,Animal Pathogen
Otu1879,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Montagnulaceae_sp|SH224145.06FU,Pathotroph,Animal Pathogen
Otu188,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Pseudoteratosphaeria,Davidiella_tassiana|SH196750.06FU,NA,NA
Otu1904,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Capnodiales_sp|SH238954.06FU,NA,NA
Otu1990,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Paraconiothyrium_hawaiiense|SH228689.06FU,Pathotroph,Animal Pathogen
Otu2001,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Capnodiales_sp|SH195241.06FU,NA,NA
Otu2013,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Meristemomyces,Oidiodendron_sp|SH217770.06FU,NA,NA
Otu2030,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Eupenidiella,Ramichloridium_luteum|SH197938.06FU,NA,NA
Otu2171,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Microdiplodia_sp|SH224138.06FU,Pathotroph,Animal Pathogen
Otu2191,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Pseudoteratosphaeria,Toxicocladosporium_strelitziae|SH196751.06FU,NA,NA
Otu225,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Capnodiales_sp|SH195241.06FU,NA,NA
Otu2273,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Pseudoteratosphaeria,Capnodiales_sp|SH223536.06FU,NA,NA
Otu2290,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Ochroconis_calidifluminalis|SH241393.06FU,Pathotroph,Animal Pathogen
Otu2300,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Dothideomycetes_sp|SH240141.06FU,NA,NA
Otu2327,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Eupenidiella,Ramichloridium_indicum|SH197941.06FU,NA,NA
Otu2331,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Pulchromyces_fimicola|SH227367.06FU,Pathotroph,Animal Pathogen
Otu2433,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Eupenidiella,Ramichloridium_indicum|SH197941.06FU,NA,NA
Otu2462,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Capnodiales_sp|SH238954.06FU,NA,NA
Otu2470,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Mycosphaerellaceae_sp|SH238976.06FU,NA,NA
Otu2477,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Eupenidiella,Uwebraunia_musae|SH197937.06FU,NA,NA
Otu249,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Hortaea_sp|SH238974.06FU,NA,NA
Otu2495,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Archaeorhizomyces_sp|SH235131.06FU,Pathotroph,Animal Pathogen
Otu2528,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Dothideomycetes_sp|SH240197.06FU,NA,NA
Otu2562,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Devriesia_sp|SH215036.06FU,NA,NA
Otu2583,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Xenochalara_sp|SH209294.06FU,Pathotroph,Animal Pathogen
Otu2587,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Naumovozyma_sp_QMW_2012|SH236489.06FU,Pathotroph,Animal Pathogen
Otu26,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Neodevriesiaceae,Neodevriesia,Devriesia_xanthorrhoeae|SH189981.06FU,NA,NA
Otu2609,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Eupenidiella,Ramichloridium_indicum|SH197941.06FU,NA,NA
Otu2638,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Capnodiales_sp|SH238954.06FU,NA,NA
Otu2659,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Teratoramularia,Dothideomycetes_sp|SH223834.06FU,NA,NA
Otu2752,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Falcocladium_multivesiculatum|SH220371.06FU,Pathotroph,Animal Pathogen
Otu2801,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Cladosporiaceae,unclassified,Penidiella_sp|SH238983.06FU,NA,NA
Otu2802,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Eupenidiella,Ramichloridium_indicum|SH197941.06FU,NA,NA
Otu2843,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Peziza_sp|SH235922.06FU,Pathotroph,Animal Pathogen
Otu2872,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Pseudoteratosphaeria,Capnodiales_sp|SH238954.06FU,NA,NA
Otu2940,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Cladosporiaceae,unclassified,Venturiaceae_sp|SH232828.06FU,NA,NA
Otu2949,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Periconiella_velutina|SH212697.06FU,NA,NA
Otu2981,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Meristemomyces,Oidiodendron_sp|SH217772.06FU,NA,NA
Otu3007,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Pseudoteratosphaeria,Capnodiales_sp|SH238954.06FU,NA,NA
Otu3030,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Pseudoteratosphaeria,Phaeothecoidea_minutispora|SH234499.06FU,NA,NA
Otu3039,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Ascomycota_sp|SH224131.06FU,Pathotroph,Animal Pathogen
Otu3183,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Hortaea_sp|SH238974.06FU,NA,NA
Otu3238,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Cladosporiaceae,unclassified,Eurotiomycetes_sp|SH213353.06FU,NA,NA
Otu3323,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Pseudoteratosphaeria,Davidiella_tassiana|SH196750.06FU,NA,NA
Otu3380,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Hortaea_sp|SH238974.06FU,NA,NA
Otu3382,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Ascomycota_sp|SH216151.06FU,NA,NA
Otu3425,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Naumovozyma_sp_QMW_2012|SH236489.06FU,Pathotroph,Animal Pathogen
Otu3442,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Xenochalara_sp|SH209294.06FU,Pathotroph,Animal Pathogen
Otu3544,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Eurotiales_sp|SH213221.06FU,Pathotroph,Animal Pathogen
Otu3581,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Pseudoteratosphaeria,Passalora_loranthi|SH212677.06FU,NA,NA
Otu3669,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Neodevriesiaceae,Neodevriesia,Devriesia_xanthorrhoeae|SH189981.06FU,NA,NA
Otu3773,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Naumovozyma_sp_QMW_2012|SH236489.06FU,Pathotroph,Animal Pathogen
Otu3779,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Dothideomycetes_sp|SH216152.06FU,Pathotroph,Plant Pathogen
Otu3786,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Pleosporales_sp|SH204420.06FU,Pathotroph,Animal Pathogen
Otu3823,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Naumovozyma_sp_QMW_2012|SH236489.06FU,Pathotroph,Animal Pathogen
Otu3831,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Zymoseptoria,Teratosphaeria_toledana|SH223525.06FU,NA,NA
Otu3843,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Schizosaccharomyces_cryophilus|SH239688.06FU,Pathotroph,Animal Pathogen
Otu3867,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Teratosphaeria_toledana|SH223525.06FU,Pathotroph,Animal Pathogen
Otu3868,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Ascomycota_sp|SH224132.06FU,Pathotroph,Animal Pathogen
Otu3879,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Capnobotryella_sp_MA_3619|SH239984.06FU,NA,NA
Otu3905,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Neodevriesiaceae,Neodevriesia,Devriesia_xanthorrhoeae|SH189981.06FU,NA,NA
Otu3944,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Cladosporiaceae,Rachicladosporium,Rachicladosporium_americanum|SH235213.06FU,NA,NA
Otu3999,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Eupenidiella,Ramichloridium_indicum|SH197941.06FU,NA,NA
Otu4,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Capnobotryella_sp|SH190932.06FU,NA,NA
Otu4025,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Pseudoteratosphaeria,Davidiella_tassiana|SH196750.06FU,NA,NA
Otu4036,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Eupenidiella,Ramichloridium_indicum|SH197941.06FU,NA,NA
Otu4083,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Pulchromyces_fimicola|SH227367.06FU,Pathotroph,Animal Pathogen
Otu409,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Teratosphaeria_encephalarti|SH238945.06FU,NA,NA
Otu413,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Eupenidiella,Ramichloridium_indicum|SH197941.06FU,NA,NA
Otu4182,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Pseudoteratosphaeria,Schizothyriaceae_sp|SH232271.06FU,NA,NA
Otu4203,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Pulchromyces_fimicola|SH227367.06FU,Pathotroph,Animal Pathogen
Otu425,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Mycosphaerellaceae_sp|SH238976.06FU,NA,NA
Otu4259,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Pseudoteratosphaeria,Capnodiales_sp|SH238954.06FU,NA,NA
Otu4352,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Knufia_perforans|SH209750.06FU,Pathotroph,Animal Pathogen
Otu4390,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Neodevriesiaceae,Neodevriesia,Teratosphaeria_capensis|SH222468.06FU,NA,NA
Otu4396,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Teratoramularia,Ascomycota_sp|SH208865.06FU,NA,NA
Otu4409,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Pseudoteratosphaeria,Toxicocladosporium_strelitziae|SH196751.06FU,NA,NA
Otu4420,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Pseudoteratosphaeria,Davidiella_tassiana|SH196750.06FU,NA,NA
Otu4468,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Capnobotryella_renispora|SH222894.06FU,NA,NA
Otu4659,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Ochroconis_calidifluminalis|SH241393.06FU,Pathotroph,Animal Pathogen
Otu4706,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Chaetothyriales_sp|SH228270.06FU,Pathotroph,Animal Pathogen
Otu4711,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Pulchromyces_fimicola|SH227367.06FU,Pathotroph,Animal Pathogen
Otu472,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Sphaerulina_pseudovirgaureae|SH212655.06FU,Pathotroph,Plant Pathogen
Otu475,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Pseudoteratosphaeria,Capnodiales_sp|SH195241.06FU,NA,NA
Otu4750,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Pseudoteratosphaeria,Cladosporium_sp_MPI04|SH196756.06FU,NA,NA
Otu4753,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Pseudoteratosphaeria,Hortaea_sp|SH238974.06FU,NA,NA
Otu4760,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Pseudoteratosphaeria,Mycosphaerellaceae_sp|SH238976.06FU,NA,NA
Otu4792,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Piedraiaceae,Piedraia,Eucasphaeria_capensis|SH230370.06FU,Pathotroph,Animal Pathogen
Otu48,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,unclassified,unclassified,Capnodiales_sp|SH238954.06FU,NA,NA
Otu488,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Eupenidiella,Dissoconium_proteae|SH197939.06FU,NA,NA
Otu4919,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramichloridium_biverticillatum|SH196660.06FU,Pathotroph,Plant Pathogen
Otu4934,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Pseudoteratosphaeria,Teratosphaeria_encephalarti|SH238945.06FU,NA,NA
Otu4939,Ascomycota,Pezizomycotina,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Pseudoteratosphaeria,Hortaea_sp|SH238974.06FU,NA,NA
