"sample","PC1.soil","PC2.soil","log.beta","log.nag","Phos_umolgSOC.1h.1","fungal.fisher.alpha","fungal.spec.richness","bacterial.fisher.alpha","bacterial.spec.richness","MAP","Sequencing.name","plot","block","disturbance","vegetation.type","invasion","lat","long","plant.shannon","plant.spec.richness","PCNM1","PCNM2","Otu3244","Otu986","Otu1944","Otu3179","Otu1238","Otu4560","Otu381","Otu2786","Otu416","Otu6496","Otu81","Otu1515","Otu2514","Otu3023","Otu1763","Otu261","Otu7275","Otu1486","Otu3775","Otu3015","Otu69","Otu127","Otu4745","Otu647","Otu585","Otu266","Otu996","Otu427","Otu311","Otu95","Otu1264","Otu1365","Otu91","Otu960","Otu20","Otu670","Otu4979","Otu316","Otu640","Otu336","Otu58","Otu3868","Otu2068","Otu3021","Otu229","Otu570","Otu93","Otu2564","Otu1312","Otu7755","Otu2497","Otu327","Otu321","Otu5714","Otu742","Otu1935","Otu583","Otu4875","Otu194","Otu2002","Otu202","Otu2928","Otu680","Otu7454","Otu1994","Otu463","Otu12","Otu470","Otu1167","Otu4322","Otu42","Otu371","Otu923","Otu317","Otu1387","Otu47","Otu1148","Otu7988","Otu538","Otu661","Otu4114","Otu341","Otu7156","Otu7812","Otu1022","Otu1019","Otu2210","Otu2302","Otu4224","Otu2047","Otu228","Otu3177","Otu2594","Otu7270","Otu97","Otu4124","Otu315","Otu558","Otu561","Otu1270","Otu98","Otu256","Otu3096","Otu372","Otu1859","Otu2316","Otu566","Otu122","Otu572","Otu176","Otu560","Otu240","Otu766","Otu377","Otu3405","Otu573","Otu3003","Otu5321","Otu908","Otu7292","Otu1681","Otu142","Otu8122","Otu7584","Otu6829","Otu846","Otu25","Otu2282","Otu3970","Otu7227","Otu67","Otu9349","Otu276","Otu4712","Otu7059","Otu2155","Otu152","Otu76","Otu2197","Otu7163","Otu7299","Otu3141","Otu2354","Otu1882","Otu4378","Otu5098","Otu43","Otu1941","Otu7822","Otu355","Otu1969","Otu1930","Otu1900","Otu351","Otu2751","Otu1982","Otu7984","Otu3547","Otu4456","Otu972","Otu3228","Otu2312","Otu7654","Otu1124","Otu443","Otu584","Otu6691","Otu260","Otu7289","Otu954","Otu534","Otu84","Otu8082","Otu3564","Otu4152","Otu73","Otu160","Otu364","Otu1","Otu913","Otu250","Otu1758","Otu562","Otu38","Otu7675","Otu712","Otu183","Otu2046","Otu568","Otu208","Otu1412","Otu33","Otu7486","Otu1294","Otu57","Otu657","Otu293","Otu805","Otu8129","Otu603","Otu2360","Otu1853","Otu390","Otu3196","Otu2249","Otu586","Otu1393","Otu1583","Otu8163","Otu118","Otu6405","Otu3351","Otu1680","Otu201","Otu2035","Otu4355","Otu2993","Otu433","Otu4287","Otu1428","Otu326","Otu3032","Otu4","Otu1359","Otu998","Otu334","Otu4838","Otu4915","Otu699","Otu1943","Otu1857","Otu563","Otu1113","Otu27","Otu237","Otu565","Otu665","Otu533","Otu4992","Otu1826","Otu524","Otu575","Otu625","Otu1316","Otu2336","Otu4721","Otu753","Otu32","Otu62","Otu3112","Otu199","Otu8845","Otu4020","Otu639","Otu158","Otu2436","Otu2007","Otu7645","Otu2283","Otu1370","Otu4273","Otu1073","Otu18","Otu5079","Otu6261","Otu588","Otu4524","Otu848","Otu3334","Otu469","Otu348","Otu66","Otu1344","Otu6079","Otu2693","Otu4148","Otu854","Otu1604","Otu1843","Otu873","Otu89","Otu5100","Otu1441","Otu983","Otu4400","Otu478","Otu6819","Otu3312","Otu323","Otu2023","Otu732","Otu1192","Otu4445","Otu9053","Otu31","Otu895","Otu1369","Otu393","Otu3749","Otu1348","Otu731","Otu3735","Otu816","Otu7649","Otu476","Otu596","Otu28","Otu2206","Otu7327","Otu1352","Otu2821","Otu1378","Otu632","Otu8960","Otu2301","Otu2342","Otu1429","Otu1433","Otu4207","Otu63","Otu7321","Otu5337","Otu2266","Otu1842","Otu1381","Otu885","Otu2639","Otu649","Otu991","Otu212","Otu2833","Otu343","Otu1632","Otu961","Otu1885","Otu7244","Otu99","Otu4892","Otu7298","Otu1347","Otu2156","Otu1364","Otu659","Otu7872","Otu2410","Otu85","Otu945","Otu901","Otu8460","Otu310","Otu7746","Otu600","Otu1425","Otu4700","Otu2451","Otu602","Otu480","Otu13","Otu1450","Otu278","Otu4038","Otu2427","Otu283","Otu1353","Otu1395","Otu2036","Otu4710","Otu7333","Otu1136","Otu2793","Otu8196","Otu4921","Otu531","Otu894","Otu1999","Otu3105","Otu2100","Otu1396","Otu3511","Otu3498","Otu3171","Otu2347","Otu1752","Otu350","Otu1625","Otu3711","Otu7941","Otu576","Otu7825","Otu743","Otu574","Otu1946","Otu4265","Otu7541","Otu2072","Otu473","Otu581","Otu4385","Otu2380","Otu884","Otu253","Otu14","Otu2284","Otu8073","Otu4270","Otu1349","Otu4447","Otu128","Otu7279","Otu2976","Otu2658","Otu145","Otu219","Otu1415","Otu217","Otu1638","Otu782","Otu162","Otu2128","Otu4097","Otu5592","Otu4401","Otu369","Otu2524","Otu717","Otu7332","Otu1955","Otu4938","Otu5101","Otu2226","Otu340","Otu7513","Otu9320","Otu1915","Otu225","Otu1376","Otu1241","Otu7772","Otu3849","Otu4085","Otu2805","Otu384","Otu2094","Otu150","Otu197","Otu5077","Otu210","Otu5032","Otu7942","Otu4119","Otu1701","Otu708","Otu1929","Otu4520","Otu379","Otu1401","Otu7744","Otu4132","Otu4389","Otu1788","Otu4391","Otu2640","Otu1000","Otu2104","Otu475","Otu2646","Otu56","Otu1908","Otu2872","Otu467","Otu1599","Otu3838","Otu9156","Otu7272","Otu7866","Otu7855","Otu2796","Otu706","Otu798","Otu251","Otu92","Otu2560","Otu3153","Otu1013","Otu7193","Otu833","Otu3343","Otu1407","Otu2099","Otu8027","Otu4638","Otu100","Otu168","Otu1420","Otu757","Otu2037","Otu3098","Otu7630","Otu245","Otu2071","Otu1912","Otu265","Otu7410","Otu6207","Otu1001","Otu3582","Otu2172","Otu1375","Otu3718","Otu2481","Otu2471","Otu536","Otu313","Otu2855","Otu7192","Otu231","Otu2060","Otu294","Otu71","Otu1382","Otu374","Otu3337","Otu380","Otu24","Otu4043","Otu464","Otu4651","Otu1402","Otu7780","Otu289","Otu151","Otu105","Otu1005","Otu4256","Otu580","Otu143","Otu2361","Otu4172","Otu7833","Otu762","Otu104","Otu244","Otu1584","Otu161","Otu879","Otu3624","Otu3754","Otu1403","Otu2844","Otu8168","Otu116","Otu3473","Otu4261","Otu4648","Otu3322","Otu2488","Otu319","Otu357","Otu108","Otu2146","Otu736","Otu75","Otu8842","Otu3125","Otu3552","Otu3213","Otu301","Otu3194","Otu673","Otu1729","Otu1306","Otu1398","Otu1388","Otu7982","Otu479","Otu7329","Otu7768","Otu140","Otu4163","Otu117","Otu4783","Otu882","Otu955","Otu1828","Otu679","Otu4621","Otu978","Otu2839","Otu195","Otu2598","Otu1330","Otu2729","Otu2034","Otu7077","Otu4228","Otu1384","Otu589","Otu532","Otu1392","Otu2221","Otu5009","Otu4631","Otu2814","Otu5059","Otu3143","Otu1357","Otu8084","Otu290","Otu7702","Otu4918","Otu4406","Otu2748","Otu2180","Otu8162","Otu1651","Otu5035","Otu1372","Otu1995","Otu3075","Otu2505","Otu869","Otu138","Otu1358","Otu8254","Otu8305","Otu3012","Otu1945","Otu7683","Otu6843","Otu87","Otu669","Otu7496","Otu8632","Otu2728","Otu1535","Otu2055","Otu2045","Otu567","Otu1527","Otu1207","Otu2780","Otu7240","Otu817","Otu880","Otu7688","Otu1088","Otu5939","Otu2183","Otu857","Otu578","Otu523","Otu611","Otu318","Otu4307","Otu774","Otu698","Otu279","Otu646","Otu4863","Otu1184","Otu4925","Otu4063","Otu2657","Otu70","Otu1311","Otu2011","Otu5084","Otu577","Otu1405","Otu839","Otu51","Otu1510","Otu382","Otu200","Otu472","Otu4672","Otu1397","Otu7534","Otu1656","Otu840","Otu7217","Otu7444","Otu933","Otu234","Otu6522","Otu849","Otu1118","Otu8015","Otu157","Otu1342","Otu722","Otu7898","Otu2454","Otu1783","Otu2949","Otu3127","Otu4425","Otu1799","Otu2498","Otu582","Otu4632","Otu1012","Otu1552","Otu1572","Otu8106","Otu8109","Otu7284","Otu59","Otu564","Otu3488","Otu1431","Otu3043","Otu1958","Otu392","Otu801","Otu333","Otu198","Otu627","Otu521","Otu7267","Otu30","Otu4086","Otu5262","Otu2623","Otu3497","Otu4404","Otu7166","Otu2473","Otu4708","Otu5061","Otu1360","Otu460","Otu4009","Otu1437","Otu2349","Otu36","Otu1731","Otu764","Otu450","Otu1848","Otu4451","Otu1280","Otu7751","Otu144","Otu1404","Otu4794","Otu1963","Otu701","Otu4225","Otu9262","Otu2027","Otu5017","Otu1389","Otu1993","Otu7","Otu2015","Otu4510","Otu4754","Otu26","Otu951","Otu537","Otu6","Otu1333","Otu9154","Otu2516","Otu1531","Otu4280","Otu1390","Otu246","Otu303","Otu1028","Otu3237","Otu4129","Otu3648","Otu2461","Otu2687","Otu937","Otu3026","Otu924","Otu2385","Otu3412","Otu663","Otu2001","Otu1553","Otu1302","Otu8128","Otu1866","Otu783","Otu55","Otu1747","Otu8003","Otu2837","Otu3253","Otu193","Otu3236","Otu1409","Otu763","Otu3349","Otu881","Otu385","Otu2675","Otu367","Otu1082","Otu4652","Otu412","Otu7214","Otu110","Otu2774","Otu999","Otu389","Otu8349","Otu655","Otu4548","Otu1825","Otu4866","Otu3000","Otu915","Otu9088","Otu715","Otu3005","Otu4008","Otu1061","Otu4633","Otu760","Otu688","Otu1533","Otu1400","Otu844","Otu1602","Otu4452","Otu569","Otu7173","Otu224","Otu6517","Otu2331","Otu1422","Otu2261","Otu4211","Otu973","Otu37","Otu1877","Otu2386","Otu1670","Otu205","Otu5","Otu7748","Otu2795","Otu1836","Otu1443","Otu22","Otu1804","Otu3056","Otu86","Otu716","Otu619","Otu1128","Otu2937","Otu4690","Otu1346","Otu5676","Otu723","Otu1424","Otu4526","Otu7303","Otu4233","Otu376","Otu11","Otu1971","Otu8188","Otu7282","Otu630","Otu1803","Otu1846","Otu2537","Otu2953","Otu1559","Otu1126","Otu843","Otu4720","Otu302","Otu102","Otu1482","Otu1355","Otu1038","Otu2677","Otu705","Otu1997","Otu3697","Otu2163","Otu5446","Otu2250","Otu445","Otu3600","Otu1983","Otu2111","Otu2726","Otu307","Otu1841","Otu2501","Otu2569","Otu535","Otu7843","Otu7256","Otu765","Otu2740","Otu2344","Otu131","Otu638","Otu7938","Otu1417","Otu4358","Otu727","Otu2954","Otu7191","Otu729","Otu399","Otu3482","Otu64","Otu1419","Otu7371","Otu1361","Otu2","Otu1037","Otu4565","Otu4567","Otu3166","Otu2298","Otu9298","Otu4317","Otu6117","Otu4104","Otu3655","Otu34","Otu9375","Otu282","Otu3420","Otu1856","Otu1564","Otu4080","Otu7701","Otu207","Otu7808","Otu3082","Otu332","Otu383","Otu1321","Otu1386","Otu2997","Otu1537","Otu2510","Otu388","Otu4993","Otu3066","Otu963","Otu544","Otu2895","Otu845","Otu2281","Otu4586","Otu4223","Otu1901","Otu1889","Otu7974","Otu1956","Otu668","Otu1902","Otu4625","Otu164","Otu3939","Otu1356","Otu3029","Otu3138","Otu2211","Otu4493","Otu7280","Otu2448","Otu1350","Otu3477","Otu457","Otu3371","Otu3","Otu2066","Otu993","Otu3706","Otu3072","Otu2288","Otu929","Otu1020","Otu8207","Otu2827","Otu1373","Otu579","Otu7211","Otu4644","Otu4568","Otu1767","Otu453","Otu7189","Otu1362","Otu7172","Otu284","Otu353","Otu8074","Otu733","Otu751","Otu163","Otu968","Otu3625","Otu2736","Otu7138","Otu4791","Otu2945","Otu1411","Otu1345","Otu1423","Otu8512","Otu1864","Otu129","Otu4476","Otu4553","Otu2041","Otu3801","Otu4534","Otu322","Otu3503","Otu4948","Otu4940","Otu113","Otu4125","Otu903","Otu7208","Otu1449","Otu8819","Otu7206","Otu1394","Otu226","Otu1379","Otu7049","Otu4970","Otu8823","Otu9382","Otu2268","Otu4201","Otu530","Otu7389","Otu3087","Otu4032","Otu4234","Otu5798","Otu2371","Otu1569","Otu4470","Otu165","Otu8287","Otu2390","Otu781","Otu1975","Otu2095","Otu4126","Otu435","Otu1765","Otu3713","Otu2948","Otu527","Otu1366","Otu7632","Otu339","Otu259","Otu3486","Otu1383","Otu386","Otu7098","Otu1380","Otu1687","Otu7300","Otu1125","Otu1277","Otu2205","Otu754","Otu7674","Otu728","Otu607","Otu461","Otu7892","Otu4619","Otu236","Otu9065","Otu465","Otu5026","Otu3092","Otu2654","Otu7528","Otu29","Otu3151","Otu7997","Otu1977","Otu997","Otu7117","Otu2849","Otu4243","Otu3526","Otu1368","Otu4421","Otu2496","Otu8179","Otu3049","Otu1984","Otu794","Otu167","Otu2663","Otu7239","Otu702","Otu4003","Otu4882","Otu8020","Otu1440","Otu4800","Otu4196","Otu7625","Otu7648","Otu6196","Otu8066","Otu1869","Otu1740","Otu710","Otu1106","Otu182","Otu7234","Otu354","Otu8579","Otu2225","Otu852","Otu7733","Otu2649","Otu5094","Otu3122","Otu2355","Otu298","Otu1906","Otu4843","Otu2575","Otu644","Otu662","Otu4258","Otu2852","Otu46","Otu2857","Otu2864","Otu7334","Otu1414","Otu724","Otu7995","Otu2957","Otu2944","Otu4305","Otu8153","Otu1605","Otu4946","Otu1418","Otu718","Otu3426","Otu926","Otu7742","Otu2830","Otu7328","Otu1894","Otu1413","Otu4686","Otu3218","Otu571","Otu2779","Otu8063","Otu7559","Otu7095","Otu3835","Otu3966","Otu1563","Otu444","Otu1058","Otu2026","Otu1949","Otu2192","Otu3758","Otu808","Otu1367","Otu2615","Otu103","Otu8973","Otu4788","Otu7485","Otu1910","Otu1351","Otu7254","Otu2643","Otu4480","Otu481","Otu8031","Otu4890","Otu4169","Otu1406","Otu7221","Otu2622","Otu7281","Otu1720","Otu1600","Otu3086","Otu3088","Otu1097","Otu4403","Otu7706","Otu4974","Otu3875","Otu1391","Otu4393","Otu7670","Otu7243","Otu898","Otu4626","Otu2170","Otu953","Otu3109","Otu7304","Otu7081","Otu1371","Otu7970","Otu7925","Otu1421","Otu2994","Otu547","Otu146","Otu2981","Otu2024","Otu2943","Otu7703","Otu1343","Otu7045","Otu4934","Otu2085","Otu825","Otu4640","Otu4664","Otu7800","Otu2817","Otu1475","Otu1499","Otu988","Otu1477","Otu7788","Otu4514","Otu3019","Otu4609","Otu366","Otu591","Otu7076","Otu2681","Otu2572","Otu8209","Otu1454","Otu1399","Otu4811","Otu7122","Otu767","Otu5777","Otu1317","Otu7179","Otu4732","Otu847","Otu1408","Otu5067","Otu3678","Otu4669","Otu1554","Otu299","Otu159","Otu1867","Otu4597","Otu4738","Otu2738","Otu8022","Otu9272","Otu4504","Otu2408","Otu466","Otu1555","Otu653","Otu2204","Otu50","Otu1002","Otu2555","Otu8098","Otu7535","Otu7732","Otu8288","Otu7169","Otu4959","Otu2418","Otu1410","Otu8974","Otu8112","Otu2143","Otu325","Otu4907","Otu7318","Otu2372","Otu3039","Otu3736","Otu957","Otu587","Otu7721","Otu609","Otu7728","Otu7205","Otu4991","Otu2350","Otu1438","Otu1354","Otu1385","Otu2057","Otu1497","Otu7550","Otu1647","Otu8212","Otu2145","Otu1738","Otu347","Otu8375","Otu1426","Otu8164","Otu1262","Otu4795","Otu3301","Otu5000","Otu8000","Otu7655","Otu1451","Otu8181","Otu7525","Otu8030","Otu4414","Otu7238","Otu1015","Otu4813","Otu3042","Otu8042","Otu4680","Otu468","Otu7110","Otu7459","Otu2000","Otu8104","Otu3666"
"1DMN.1",-5.2961723241164,-2.93418649556736,8.82074838384121,7.25124770559124,8266.985382,54.63390212,216,1704.363403,2974,649.496987520001,8010,"1DMN","1","Disturbed","Motte","Invaded",27.22276,-97.97208,0,1,-0.0770185384411017,-0.0363273061754757,0,4,0,0,0,0,0,0,18,0,55,0,0,0,0,2,0,9,0,0,6,6,5,6,0,0,4,0,9,29,0,2,0,0,0,2,0,29,0,6,17,0,0,0,1,1,0,0,11,0,0,0,7,0,0,2,0,0,17,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,17,0,0,839,20,0,0,18,0,0,2,0,0,0,48,0,0,9,0,0,1,0,53,0,0,0,0,0,0,0,0,0,0,6,1,0,0,2,0,4,0,0,0,0,1,0,0,13,0,0,0,0,0,0,3,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,19,28,0,0,1,0,3,1,0,5,0,0,0,2,0,0,0,2,0,1,7,0,0,1,0,0,0,0,1,0,0,0,0,15,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0,0,0,0,0,0,0,5,7,14,0,0,5,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,60,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,42,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,4,16,0,0,0,0,0,0,4,0,1,0,4,0,0,0,0,1,0,2,0,0,0,0,0,6,3,0,0,16,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,56,20,0,0,0,0,0,0,5,0,0,0,166,0,22,0,0,0,0,0,3,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,40,0,1,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,2,0,0,10,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,36,0,0,4,1,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,8,0,0,0,3,0,0,0,0,0,0,0,22,0,4,10,2,0,0,0,0,0,1,10,3,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,2,0,69,0,0,0,12,0,0,0,92,3,1,12,0,0,3,13,6,0,1,6,3,2,1,6,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1DMN.2",-1.85721676071696,-1.79147720562229,8.93182134153712,7.81587251264065,14479.683,61.27950548,231,2746.927597,3276,649.496987520001,8011,"1DMN","1","Disturbed","Motte","Invaded",27.22276,-97.97208,0,1,-0.077018538441101,-0.0363273061754757,0,1,0,6,0,0,0,0,117,0,92,142,0,0,55,7,0,34,5,0,6,3,3,27,0,0,1,2,7,34,1,0,0,0,0,0,0,9,1,1,18,1,0,0,2,3,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,10,6,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,12,2,0,0,10,3,0,2,0,0,0,0,0,0,229,0,0,4,0,0,5,0,51,0,0,0,0,4,0,5,0,0,0,17,0,0,0,7,0,1,0,0,0,0,0,0,0,19,0,0,4,0,0,32,17,0,0,0,1,2,0,4,0,0,1,0,0,0,0,0,5,0,0,0,2,2,0,0,0,0,4,0,0,2,0,3,0,2,0,0,0,11,0,2,2,0,0,6,0,0,0,0,0,1,0,0,5,5,0,0,0,0,1,0,2,2,0,0,0,0,1,1,1,12,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,5,0,0,0,0,1,0,0,103,0,0,0,0,0,0,0,0,0,2,3,2,0,1,0,0,5,0,0,11,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,13,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,2,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,1,0,3,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0,0,0,0,0,0,0,0,17,0,125,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,2,0,12,2,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,2,2,1,0,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,17,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,2,0,0,0,73,1,0,0,1,0,0,0,0,3,0,0,0,0,9,2,3,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,5,0,1,0,0,0,1,0,0,4,2,4,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,169,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,1,0,0,0,0,0,0,2,18,0,0,0,3,3,3,0,0,41,9,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,37,8,8,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
